name,latitude,longitude,tag,score
재단법인베스티안재단베스티안서울병원,37.49807126965969,127.05726710883552,병원,1
의료법인 원중의료재단 우리내일병원,37.55770922768198,126.9570018788794,병원,1
고은빛여성병원,37.5341560838916,127.139335813162,병원,1
의료법인성석의료재단동작경희병원,37.50248267092447,126.93586701759624,병원,1
인제대학교서울백병원,37.5650731684839,126.98884533055192,병원,1
공안과병원,37.5339148820044,127.126027072458,병원,1
강남와이케이병원,37.5154979232616,127.034698883723,병원,1
관악구보건분소,37.4694927137,126.9203268444,병원,1
관악구보건소,37.47853037138971,126.95112762992991,병원,1
정병원,37.66153965517613,127.04182486131818,병원,1
광진구보건소,37.53811493772281,127.08249786939318,병원,1
광진구자양보건지소,37.5402634327717,127.06510934187,병원,1
광진구중곡보건지소,37.5593377255761,127.087091192357,병원,1
광혜병원,37.508136490079,127.064771981255,병원,1
구로구G밸리보건지소,37.48198735808788,126.89234645716472,병원,1
구로구보건소,37.5001092837881,126.88936460104895,병원,1
구로구오류보건지소,37.4887928445,126.8393372829,병원,1
구로성심병원,37.49964578669388,126.86636039556484,병원,1
제이여성병원,37.58851463067776,126.94492360787297,병원,1
구산보건지소,37.60973701537102,126.91278415813916,병원,1
국립재활원,37.638655704921,127.010264590667,병원,1
국립중앙의료원,37.56733955813183,127.00579539705473,병원,1
그레이스셀강남병원,37.4730073326,127.0527305456,병원,1
금강아산병원(재단법인 아산사회복지재단),37.5176798435221,126.98273008257,병원,1
금천구보건소,37.45664253298437,126.89502306376149,병원,1
기쁨병원,37.482713030212,127.018063486739,병원,1
김정수여러분병원,37.5072207305514,127.032576001066,병원,1
나누리병원,37.5203066071262,127.033979290041,병원,1
날개병원,37.5816271425374,127.029498659534,병원,1
남기세병원,37.5346886394768,127.137512843471,병원,1
낭만병원,37.4825469938281,126.981480681968,병원,1
노원구보건소,37.65457770735563,127.05702334209292,병원,1
노원구보건지소,37.63144894998185,127.06159269551834,병원,1
노원을지대학교병원,37.636442927386746,127.07000281991384,병원,1
노원정신보건센터,37.65460775795329,127.0563612715088,병원,1
녹색병원,37.58362083896108,127.08605546969356,병원,1
누네안과병원,37.5044682122431,127.050387028274,병원,1
뉴민병원,37.4930421480977,126.989952127779,병원,1
뉴스타트병원,37.4990977042848,127.119513008234,병원,1
늘찬병원,37.5879908042663,127.079680860838,병원,1
다나병원,37.6550518985483,127.040436964996,병원,1
달려라병원,37.53408148332311,127.14092847303698,병원,1
담소유병원,37.5148604879121,127.03461432013,병원,1
대림성모병원,37.49068925436284,126.90716948025135,병원,1
대항병원,37.4756666208059,126.987740199474,병원,1
더드림병원,37.5009902618151,127.050967336445,병원,1
더본병원,37.4825469938281,126.981480681968,병원,1
더서울병원,37.5942338410861,127.016504706757,병원,1
더셀채원병원,37.5276730709425,127.127071180817,병원,1
더힐병원,37.4987777513439,127.120406004335,병원,1
덕수의료재단 서울브레인병원,37.5200612927296,126.901816584428,병원,1
도봉구보건소,37.65802325255334,127.0388128946827,병원,1
동대문구보건소,37.57468135062168,127.0402548147166,병원,1
뉴연세여성병원,37.4552124018,126.8999482851,병원,1
두발로병원,37.5243502735902,127.029403239407,병원,1
둥지조산원,37.563890768242,126.975548626781,병원,1
디앤에프병원,37.6014710157599,127.081486513539,병원,1
더와이즈황병원,37.542249643073,126.842368303971,병원,1
러스크서울병원,37.6001433569352,127.104326339173,병원,1
로이병원,37.606862635259,126.96900620111,병원,1
리더스병원,37.536946811626,127.127728449459,병원,1
리드힐병원,37.5999863665584,126.91645570925,병원,1
린여성병원,37.5722812717492,127.069844464433,병원,1
라온휴병원,37.517760427962,126.842018042503,병원,1
마디세상병원,37.6099151597192,127.078189221962,병원,1
마마스조산원,37.5332723132353,127.004757530363,병원,1
마포구보건소,37.56693851924408,126.9018692987165,병원,1
맑은샘요양원,37.5763201011,127.0665146913,병원,1
메드렉스병원,37.5148984268352,127.029976515577,병원,1
메디아이여성병원,37.6564723367144,127.0670480462,병원,1
메디힐병원,37.5372613394638,126.827841386792,병원,1
명지성모병원,37.4938507104387,126.89925446922592,병원,1
모두가행복한연세병원,37.5217063100166,127.039228689602,병원,1
모두가행복한연세병원,37.5217063100166,127.039228689602,병원,1
목동제일여성병원,37.5230563143626,126.851872560398,병원,1
목동현대웰병원,37.5055547409723,126.860424211039,병원,1
미래본병원,37.5153235254771,127.099502662936,병원,1
미병원,37.504246934121,127.108513811464,병원,1
미래드림여성병원,37.48204325629714,126.94863342312036,병원,1
미즈메디병원,37.55225379358291,126.83602535156236,병원,1
민병원,37.6226164357907,127.027280383769,병원,1
민트병원,37.4862139140168,127.115920525549,병원,1
바로선병원,37.6603418778017,127.042113640274,병원,1
바른본병원,37.5537986062705,127.087170869081,병원,1
바른사랑병원,37.4823122359729,126.929023376476,병원,1
반도정형외과병원,37.5559931963298,127.010110415753,병원,1
방병원,37.6184022670986,127.075033608195,병원,1
방화병원,37.5732366865058,126.813998111564,병원,1
부민병원,37.55694089289359,126.8509495053918,병원,1
불광보건지소,37.6215624703517,126.927691294353,병원,1
비에비스나무병원,37.50955952897761,127.03235680386943,병원,1
비에스코아이비인후과병원,37.5546704615225,126.836553620481,병원,1
금천수병원,37.4800298373276,126.906431840366,병원,1
빠른병원,37.5074665831574,127.109686124752,병원,1
사랑의병원,37.4796247835746,126.956285774259,병원,1
사랑플러스병원,37.5466848586676,127.143605912129,병원,1
사회복지법인성가소비녀회성가복지병원,37.6069277678263,127.030683404081,병원,1
삼성미래여성병원,37.4912413885939,126.84044403086,병원,1
삼성서울병원,37.48851613490445,127.08668245340024,병원,1
삼육서울병원,37.5879920013054,127.0653288266823,병원,1
새길병원,37.5216804041338,126.904688334686,병원,1
새로운병원,37.5122605080308,127.024309875094,병원,1
새숨병원,37.4856990154607,127.115708745088,병원,1
새움병원,37.4730528935658,126.897655390325,병원,1
새힘병원,37.6536773594601,127.067905988941,병원,1
홍익병원,37.52844147447355,126.8636640030062,병원,1
서대문구가좌보건지소,37.57436929991179,126.91013574343302,병원,1
서대문구보건소,37.578671432548965,126.93628175148127,병원,1
서울21세기병원,37.4852789881319,127.015712528164,병원,1
서울고든병원,37.5554767520191,126.864673727749,병원,1
서울나은병원,37.5785692943084,127.038731404679,병원,1
서울노보스병원,37.6719302785383,127.043634544572,병원,1
서울대학교병원,37.57966608924356,126.99896308412193,병원,1
서울대효병원,37.5511102446913,126.835762212279,병원,1
서울대효병원,37.4544284428997,126.901248278856,병원,1
서울라본병원,37.600312514,127.1050924258,병원,1
서울좋은병원,37.619301672,127.0292871112,병원,1
서울미즈병원,37.5376220633826,127.128105133924,병원,1
서울바른병원,37.5002104691442,126.919990345257,병원,1
서울바른세상병원,37.471161927624,126.897740718324,병원,1
서울병원,37.5039052343651,127.124708246107,병원,1
서울병원,37.6088308110956,126.930739739666,병원,1
서울본브릿지병원,37.4924616496392,127.042417574623,병원,1
서울석병원,37.4937372920686,127.124025748272,병원,1
서울성심병원,37.58419129209865,127.04983805981972,병원,1
서울세계로병원,37.4866427532962,127.142262855079,병원,1
서울센트럴병원,37.4810358154572,126.951566124274,병원,1
서울송도병원,37.5511665956999,127.008381705394,병원,1
서울숭인병원,37.5740805443826,127.020352393515,병원,1
서울스타병원,37.5532303968282,126.836227554297,병원,1
서울안강병원,37.4864030082446,127.020354477112,병원,1
성모샘병원,37.6654895166,127.0419358842,병원,1
서울연세병원,37.5424624834344,126.940310619041,병원,1
성신병원,37.6249569631713,127.02633504330036,병원,1
서울원병원,37.5423627575293,126.839322200876,병원,1
서울유병원,37.6160730052361,127.029551791451,병원,1
서울재활병원,37.60561275596,126.906342824539,병원,1
서울적십자병원,37.56715536263689,126.96699861289684,병원,1
서울정병원,37.5796360424526,127.087974659533,병원,1
서울척병원,37.6088605693088,127.029269992391,병원,1
서울큰나무병원,37.5445253885171,126.838042848917,병원,1
서울탑병원,37.5814263021675,127.036023592372,병원,1
서울특별시강서구보건소,37.54964993608145,126.86828097069804,병원,1
서울특별시동부병원,37.57539886464885,127.03140257525509,병원,1
서울특별시동작구보건소,37.5057285769739,126.941124327292,병원,1
서울특별시보라매병원,37.4937184009319,126.92404876254014,병원,1
서울특별시북부병원,37.6043947292607,127.10768066266,병원,1
서울특별시서남병원,37.51201935883779,126.8331299304024,병원,1
서울특별시서북병원,37.6043567763756,126.905664235484,병원,1
서울특별시서울의료원,37.61286931510163,127.0980910949257,병원,1
서울특별시송파구보건소,37.514477182474,127.105859984389,병원,1
서울특별시시립서부노인전문요양센터,37.566463318317,126.90250265408208,병원,1
서울특별시어린이병원,37.4557172797141,127.068851404997,병원,1
서울특별시중구보건소,37.56457086900509,127.01511277015928,병원,1
서울특별시중랑구보건소,37.60687654865813,127.09285571438002,병원,1
서울퍼스트병원,37.4862851623719,126.941200194149,병원,1
서울프라임병원,37.5408266646495,127.063590210516,병원,1
서울현대병원,37.6402559204261,127.028504374531,병원,1
서울호흡안심병원,37.58892588147276,126.94578380737036,병원,1
소화병원(의료법인소화병원),37.55377013617134,126.96867431670655,병원,1
서재곤링커병원,37.5094801421052,127.11209162338,병원,1
서초구방배보건지소,37.489083445122446,126.99203710444785,병원,1
서초구보건소,37.48363181533362,127.03357578629902,병원,1
서초보건지소,37.4904950346372,127.005381592272,병원,1
선수촌병원,37.5115603565131,127.079181383259,병원,1
선한목자병원,37.5015784938059,127.036157208818,병원,1
성동구보건소,37.5670791452692,127.033214753272,병원,1
성동정신보건센터,37.55302221260945,127.02402368259918,병원,1
성북구보건소,37.602615951359006,127.03958133379795,병원,1
성북우리아이들병원,37.6068633235053,127.029359244458,병원,1
성북정신보건센터,37.59062697207166,127.01957008671484,병원,1
성심의료재단강동성심병원,37.53598408220376,127.13526354631516,병원,1
성애의료재단성애병원,37.51205044957338,126.92236733617032,병원,1
세란병원,37.57534016994642,126.9577071892358,병원,1
세바른병원,37.4859523603823,127.015341691632,병원,1
세솟는정형외과병원,37.5523913517494,126.937094594573,병원,1
솔병원,37.572359343600006,126.8173739572,병원,1
송파구보건지소,37.48977100687237,127.14267246213537,병원,1
송파드림재활병원,37.4967487065701,127.122141310018,병원,1
연세사랑모아여성병원,37.5064934607305,126.86050138013454,병원,1
순천향대학교 부속 서울병원,37.53384172231443,127.00441798640304,병원,1
신세계서울병원,37.5165301858178,126.90604309721,병원,1
신일병원,37.6347745804936,127.021825891177,병원,1
실로암안과병원,37.5460169755054,126.86223980574,병원,1
심정병원,37.482259004706926,126.91554929165082,병원,1
씨엠병원,37.51884832876216,126.90367981067836,병원,1
(의)가산의료재단광동병원,37.5142810376461,127.062146778337,병원,1
아름제일병원,37.5054702180553,126.890498431184,병원,1
아이디병원,37.5176799808097,127.024188449416,병원,1
염창환병원,37.494999299859415,127.01377792066128,병원,1
아카시아병원,37.4680878358447,126.898548517713,병원,1
양병원,37.5340665832454,127.140123786539,병원,1
양천구보건소,37.517535585625694,126.86588962916724,병원,1
어울림병원,37.513304886166,126.920961667237,병원,1
에스앤유서울병원,37.5594526887597,126.833912548403,병원,1
에이치큐브병원,37.65831441873671,127.04103427994264,병원,1
엔플러스병원,37.5754686901664,127.072583233437,병원,1
엠에스병원,37.502018806027,127.096616975335,병원,1
연세건우병원,37.4810358154572,126.951566124274,병원,1
연세노블병원,37.6040399058057,126.924452636345,병원,1
연세대학교의과대학강남세브란스병원,37.49280698464548,127.04631254186796,병원,1
연세대학교의과대학세브란스병원,37.56211711412639,126.94082769649864,병원,1
연세동작병원,37.498975188861,126.93366186004,병원,1
연세무척나은병원,37.5562629735009,127.080898776139,병원,1
올림픽병원,37.502747753135786,127.09799799734772,병원,1
연세바로척병원,37.5444022833818,127.064910617121,병원,1
연세바른병원,37.4843790909712,126.980281616349,병원,1
연세사랑병원,37.4740486964094,126.993730897115,병원,1
연세산돌병원,37.5951721459585,127.098876946116,병원,1
연세슬기병원,37.5642703458178,127.030678010912,병원,1
연세우리병원,37.504811961495,127.087307841535,병원,1
연세한강병원,37.539374073789,126.94483383803,병원,1
염창환병원,37.5035032192179,127.125376646475,병원,1
영동병원,37.5632449294324,127.058553733243,병원,1
영등포구보건소,37.5259636096,126.8963695056,병원,1
예스병원,37.4916865049695,126.883400470712,병원,1
의료법인서광의료재단성북중앙병원,37.59688442926329,127.03560992488867,병원,1
올바로병원,37.4862288033541,127.004386280268,병원,1
올바른서울병원,37.542099851435,127.141295131037,병원,1
올센병원,37.5469574448447,126.940601931391,병원,1
왕십리휴병원,37.5721224568918,127.031273373243,병원,1
용산구보건소,37.53861736581427,126.96626270649708,병원,1
우리들병원,37.51909256106,127.049609103629,병원,1
우리들병원,37.56199597494205,126.7963653099318,병원,1
원탑병원,37.5312876904054,126.863468300138,병원,1
웰튼병원,37.5672498211268,126.825303015866,병원,1
위드힘병원,37.536390125858,127.139096030275,병원,1
위비앙병원,37.556950103098,126.952447901677,병원,1
유광사여성병원,37.5435916590617,126.838880973474,병원,1
의료법인성화의료재단대한병원,37.63547043209498,127.02267251878474,병원,1
윤호병원,37.5288443792735,127.034414086692,병원,1
은평구보건소,37.602521838789166,126.92882350898024,병원,1
은평연세병원,37.6146922208583,126.917472218592,병원,1
응암보건지소,37.58803512317212,126.91950773838909,병원,1
의료법인동신의료재단동신병원,37.58110428173239,126.93658306608872,병원,1
의료법인디에스동서의료재단 동서병원,37.564665578776,126.930259421463,병원,1
의료법인마리아의료재단마리아병원,37.4932775569006,127.124408101115,병원,1
의료법인마리아의료재단마리아병원,37.5743400943334,127.025164225873,병원,1
의료법인상원의료재단강북힘찬병원,37.6456625299969,127.033377074805,병원,1
의료법인서울효천의료재단에이치플러스양지병원,37.48427507045319,126.93253922577289,병원,1
의료법인서울효천의료재단에이치플러스자립병원,37.5018900991034,126.891600090782,병원,1
의료법인성누가의료재단성누가병원,37.610530375217,126.930328513931,병원,1
의료법인우리아이들의료재단우리아이들병원,37.5021858199934,126.882472051568,병원,1
의료법인우신향병원,37.5848797322556,127.031235460115,병원,1
의료법인인봉의료재단영등포병원,37.526858089517,126.89561402986,병원,1
의료법인정애의료재단서울초이스병원,37.48725976339526,127.12949273134214,병원,1
의료법인청구성심병원,37.62079154435882,126.91955399169244,병원,1
의료법인청해의료재단제일병원,37.4878291517951,126.995052679586,병원,1
의료법인춘혜의료재단명지춘혜재활병원,37.5006467013969,126.897027181092,병원,1
의료법인풍산의료재단동부제일병원,37.60067564592665,127.1090292210168,병원,1
의료법인한국의료재단프라임병원,37.6172283555794,127.07946003191,병원,1
의료법인한전의료재단한일병원,37.64611570419094,127.02902417950423,병원,1
파로스병원,37.5233749573,127.0274531491,병원,1
이화여자대학교의과대학부속목동병원,37.53654282637804,126.8862159683056,병원,1
이화여자대학교의과대학부속서울병원,37.557261149,126.8362659275,병원,1
인정병원,37.5865882667176,126.91659126549,병원,1
인제대학교상계백병원,37.6485812672986,127.06311619032104,병원,1
장스여성병원(본관),37.5995969226542,127.097891610363,병원,1
자이비뇨의학과병원,37.5027112533189,127.021761944037,병원,1
장스여성병원,37.5997087386745,127.097561434831,병원,1
장위석관보건지소,37.6104732633389,127.063420797268,병원,1
장튼위튼병원,37.4798286942741,126.957305110343,병원,1
재단법인대한스포츠의학재단강남나무병원,37.4992063148395,127.067578245689,병원,1
재단법인베스티안재단베스티안서울병원,37.5651102845783,127.028019796271,병원,1
재단법인아산사회복지재단서울아산병원,37.526563966361216,127.10823825113609,병원,1
재단법인한국희귀의약품센터,37.50374331550802,127.04254361720744,병원,1
케이에스병원,37.50931792175865,127.04394303961554,병원,1
정동병원,37.5049498152225,126.949438704753,병원,1
정릉보건지소,37.6052296283947,127.011986699343,병원,1
제니스병원,37.5465132167877,127.08644676217,병원,1
태능마이크로병원,37.618254382508624,127.07494295807824,병원,1
제일정형외과병원,37.522820779835,127.05614063947,병원,1
조앤조병원,37.6003063622164,127.10471509743,병원,1
조은마디병원,37.5343626326079,127.133211287427,병원,1
조인트힐병원,37.4737283481113,126.917547423344,병원,1
종로구보건소,37.58183450604867,126.96927846264842,병원,1
중랑구보건소면목보건분소,37.58295532294913,127.08806766550512,병원,1
중앙대학교병원,37.50707428493414,126.96079378447554,병원,1
지앤지병원,37.5162558646317,127.059687052473,병원,1
지혜병원,37.561626817119,127.065927224471,병원,1
차의과학대학교강남차병원,37.50680002585087,127.03466865188072,병원,1
참바로병원,37.5657948536437,127.016623843671,병원,1
참튼튼병원,37.4821357843577,126.900393590898,병원,1
참튼튼병원,37.572732776108,127.069359147079,병원,1
참튼튼병원,37.6544500497108,127.063692307584,병원,1
참포도나무병원,37.4799289174276,127.038680321903,병원,1
참푸른병원,37.493042688872656,126.98995405005168,병원,1
척바른병원,37.4871582793878,126.993560196392,병원,1
척편한병원,37.4825754320038,126.930252917369,병원,1
청담병원,37.5207193079382,127.045620972984,병원,1
청담해리슨병원,37.5176900181182,127.05118411143,병원,1
청병원,37.530247187452,127.121022361639,병원,1
청화병원,37.50702302771752,126.94020821431484,병원,1
최원호병원,37.604769594378,126.923855760856,병원,1
코리아병원,37.5731976621686,127.071518871889,병원,1
강서힘찬병원,37.5591929622171,126.840668886961,병원,1
트리니티병원,37.5142581260954,127.058674361192,병원,1
튼튼병원,37.5213073708446,127.055749348567,병원,1
팔팔병원,37.5909406409469,127.07969838544,병원,1
포그니병원,37.4974421887122,126.86304887653,병원,1
포근한병원,37.6322985747098,127.02417309812,병원,1
포미즈여성병원,37.546789059764,126.87235841377,병원,1
핑크힐병원,37.5493118670926,126.874810563039,병원,1
하나이비인후과병원,37.4979195675135,127.042973993719,병원,1
하늘병원,37.565178527398,127.055634655029,병원,1
하병원,37.5122664382368,127.021613379337,병원,1
학교법인가톨릭학원가톨릭대학교서울성모병원,37.50180080478528,127.00472725970135,병원,1
학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),37.58715608002366,127.02647086385966,병원,1
학교법인대진교육재단제인병원,37.54946099718933,127.05694427692782,병원,1
한강수병원,37.5224047841717,126.890913736375,병원,1
한국보훈복지의료공단중앙보훈병원,37.52822090089664,127.14671886173552,병원,1
한국원자력의학원원자력병원,37.62881598133036,127.08269315796588,병원,1
한림대학교강남성심병원,37.4932492859,126.9086725295,병원,1
한림대학교한강성심병원,37.52346674579277,126.91033000120588,병원,1
한솔병원,37.5060777045103,127.105912362918,병원,1
한양대학교병원,37.559944533564746,127.04488284061982,병원,1
햇빛병원,37.6157674743173,127.030285286084,병원,1
허리나은병원,37.5324911454378,127.137628283086,병원,1
혜민병원,37.535315660180416,127.08360130258502,병원,1
혜민안과병원,37.4938161355984,127.12194328008,병원,1
호산여성병원,37.5285677154605,127.033354132164,병원,1
미병원,37.5234638548834,127.031207688172,병원,1
본서부병원,37.6009323557961,126.922591585689,병원,1
서대문정신보건센터,37.57860660497981,126.93636331676149,병원,1
서울필병원,37.5576668863222,126.837387751506,병원,1
신촌연세병원,37.5525892651719,126.933734666413,병원,1
토마스병원,37.5285132897442,127.035233806887,병원,1
희명병원,37.45567063464179,126.90056251863876,병원,1
힘찬병원,37.5249809740677,126.876846570165,병원,1
